"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","ALCOHOL","TOT","LT_CAP15","A","2005",6.5,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2006",6.8,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2007",7,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2008",7,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2009",7.3,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2010",7.4,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2011",7.3,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2012",7.2,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2013",7.3,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2014",7.2,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2015",7.1,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2016",7.2,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2017",7,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2018",7.2,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2019",7.1,
"SWE","ALCOHOL","TOT","LT_CAP15","A","2020",7.5,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2005",10.1,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2006",10.2,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2007",10.4,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2008",10.2,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2009",10.1,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2010",10,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2011",10,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2012",9.9,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2013",9.8,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2014",9.5,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2015",9.5,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2016",9.3,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2017",9.2,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2018",9.1,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2019",9.3,
"CHE","ALCOHOL","TOT","LT_CAP15","A","2020",8.9,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2005",1.3,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2006",1.2,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2007",1.3,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2008",1.5,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2009",1.5,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2010",1.5,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2011",1.5,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2012",1.6,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2013",1.4,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2014",1.5,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2015",1.4,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2016",1.3,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2017",1.4,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2018",1.4,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2019",1.3,
"TUR","ALCOHOL","TOT","LT_CAP15","A","2020",1.2,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2005",11.4,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2006",11,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2007",11.1,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2008",10.8,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2009",10.1,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2010",10.1,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2011",9.9,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2012",9.6,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2013",9.4,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2014",9.4,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2015",9.5,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2016",9.5,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2017",9.7,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2018",9.8,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2019",9.7,
"GBR","ALCOHOL","TOT","LT_CAP15","A","2020",9.7,
"USA","ALCOHOL","TOT","LT_CAP15","A","2005",8.5,
"USA","ALCOHOL","TOT","LT_CAP15","A","2006",8.6,
"USA","ALCOHOL","TOT","LT_CAP15","A","2007",8.7,
"USA","ALCOHOL","TOT","LT_CAP15","A","2008",8.7,
"USA","ALCOHOL","TOT","LT_CAP15","A","2009",8.7,
"USA","ALCOHOL","TOT","LT_CAP15","A","2010",8.6,
"USA","ALCOHOL","TOT","LT_CAP15","A","2011",8.7,
"USA","ALCOHOL","TOT","LT_CAP15","A","2012",8.9,
"USA","ALCOHOL","TOT","LT_CAP15","A","2013",8.8,
"USA","ALCOHOL","TOT","LT_CAP15","A","2014",8.8,
"USA","ALCOHOL","TOT","LT_CAP15","A","2015",8.8,
"USA","ALCOHOL","TOT","LT_CAP15","A","2016",8.9,
"USA","ALCOHOL","TOT","LT_CAP15","A","2017",8.9,
"USA","ALCOHOL","TOT","LT_CAP15","A","2018",8.9,
"USA","ALCOHOL","TOT","LT_CAP15","A","2019",9,
"USA","ALCOHOL","TOT","LT_CAP15","A","2020",9.3,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2005",6.8,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2006",6.9,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2007",6.9,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2008",6.8,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2009",7,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2010",7.2,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2011",7.1,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2012",7.1,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2013",6.9,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2014",6.9,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2015",6.6,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2016",6.4,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2017",6.3,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2018",6.2,
"BRA","ALCOHOL","TOT","LT_CAP15","A","2019",6.1,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2005",7.2,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2006",6.9,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2007",7.4,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2008",7.4,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2009",7.2,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2010",7.6,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2011",7.1,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2012",8.3,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2013",7.2,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2014",7.9,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2015",7.9,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2016",6.4,"B"
"CHL","ALCOHOL","TOT","LT_CAP15","A","2017",5.7,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2018",6.3,
"CHL","ALCOHOL","TOT","LT_CAP15","A","2019",7.1,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2005",2.9,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2006",3.3,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2007",3.9,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2008",4.3,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2009",4.9,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2010",5.8,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2011",5.4,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2012",5.5,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2013",5.6,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2014",5.7,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2015",5.7,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2016",5.6,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2017",5.3,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2018",4.8,
"CHN","ALCOHOL","TOT","LT_CAP15","A","2019",4.5,
"EST","ALCOHOL","TOT","LT_CAP15","A","2005",13,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2006",13.4,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2007",14.8,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2008",14.2,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2009",11.9,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2010",11.4,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2011",12,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2012",12.1,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2013",11.9,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2014",11.1,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2015",10.6,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2016",10.2,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2017",10.3,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2018",10,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2019",10.4,"D"
"EST","ALCOHOL","TOT","LT_CAP15","A","2020",10.5,"D"
"IND","ALCOHOL","TOT","LT_CAP15","A","2005",1.3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2006",1.4,
"IND","ALCOHOL","TOT","LT_CAP15","A","2007",1.6,
"IND","ALCOHOL","TOT","LT_CAP15","A","2008",1.9,
"IND","ALCOHOL","TOT","LT_CAP15","A","2009",2.5,
"IND","ALCOHOL","TOT","LT_CAP15","A","2010",2.7,
"IND","ALCOHOL","TOT","LT_CAP15","A","2011",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2012",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2013",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2014",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2015",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2016",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2017",2.9,
"IND","ALCOHOL","TOT","LT_CAP15","A","2018",3,
"IND","ALCOHOL","TOT","LT_CAP15","A","2019",3.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2005",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2006",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2007",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2008",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2009",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2010",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2011",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2012",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2013",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2014",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2015",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2016",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2017",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2018",0.1,
"IDN","ALCOHOL","TOT","LT_CAP15","A","2019",0.1,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2005",2.5,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2006",2.3,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2007",2.5,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2008",2.6,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2009",2.7,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2010",2.8,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2011",2.8,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2012",2.9,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2013",2.9,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2014",2.7,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2015",2.7,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2016",2.7,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2017",2.9,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2018",3,
"ISR","ALCOHOL","TOT","LT_CAP15","A","2019",3.1,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2008",18.4,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2009",16.1,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2010",15.8,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2011",15.4,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2012",14.8,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2013",14.1,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2014",14,"B"
"RUS","ALCOHOL","TOT","LT_CAP15","A","2015",13.3,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2016",13,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2017",11.1,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2018",11.1,
"RUS","ALCOHOL","TOT","LT_CAP15","A","2019",10.8,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2005",10.3,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2006",12.2,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2007",11,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2008",11,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2009",10.5,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2010",10.3,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2011",10.6,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2012",11,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2013",9.5,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2014",10.9,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2015",11.5,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2016",10.5,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2017",10.1,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2018",10,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2019",11.1,
"SVN","ALCOHOL","TOT","LT_CAP15","A","2020",9.8,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2005",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2006",7.3,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2007",7.5,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2008",7.5,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2009",7.3,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2010",7.1,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2011",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2012",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2013",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2014",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2015",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2016",7.3,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2017",7.3,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2018",7.2,
"ZAF","ALCOHOL","TOT","LT_CAP15","A","2019",7.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2005",4.3,
"COL","ALCOHOL","TOT","LT_CAP15","A","2006",4.4,
"COL","ALCOHOL","TOT","LT_CAP15","A","2007",4.5,
"COL","ALCOHOL","TOT","LT_CAP15","A","2008",4.4,
"COL","ALCOHOL","TOT","LT_CAP15","A","2009",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2010",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2011",4.3,
"COL","ALCOHOL","TOT","LT_CAP15","A","2012",4.4,
"COL","ALCOHOL","TOT","LT_CAP15","A","2013",4.3,
"COL","ALCOHOL","TOT","LT_CAP15","A","2014",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2015",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2016",4.5,
"COL","ALCOHOL","TOT","LT_CAP15","A","2017",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2018",4.2,
"COL","ALCOHOL","TOT","LT_CAP15","A","2019",4.1,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2005",9.9,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2006",10.4,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2007",12.1,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2008",11.8,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2009",9.9,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2010",9.8,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2011",10.1,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2012",10.2,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2013",10.4,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2014",10.6,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2015",10.8,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2016",11.3,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2017",10.9,"B"
"LVA","ALCOHOL","TOT","LT_CAP15","A","2018",11,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2019",11.6,
"LVA","ALCOHOL","TOT","LT_CAP15","A","2020",12.1,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2005",12.5,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2006",13.2,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2007",13.9,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2008",13.9,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2009",13.1,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2010",13.5,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2011",14.7,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2012",14.7,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2013",14.5,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2014",14.2,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2015",14,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2016",13.2,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2017",12.3,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2018",11.2,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2019",11.1,
"LTU","ALCOHOL","TOT","LT_CAP15","A","2020",11.4,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2005",4.1,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2006",4.2,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2007",4.3,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2008",4.3,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2009",4.1,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2010",3.7,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2011",3.3,"B"
"CRI","ALCOHOL","TOT","LT_CAP15","A","2012",3.2,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2013",3.1,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2014",3.2,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2015",3.2,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2016",3.4,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2017",3.3,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2018",3.3,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2019",3.1,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2020",3.2,
"CRI","ALCOHOL","TOT","LT_CAP15","A","2021",3.1,"P"
"ARG","ALCOHOL","TOT","LT_CAP15","A","2010",8.2,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2011",7.7,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2012",8,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2013",8.3,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2014",7.9,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2015",8.5,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2016",8.4,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2017",8.3,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2018",8,
"ARG","ALCOHOL","TOT","LT_CAP15","A","2019",8,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2005",10.5,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2006",10.4,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2007",10.9,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2008",11,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2009",11,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2010",9.8,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2011",9.9,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2012",10.9,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2013",10.3,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2014",10.3,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2015",10.9,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2016",11.1,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2017",10.9,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2018",11.5,
"BGR","ALCOHOL","TOT","LT_CAP15","A","2019",11.2,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2005",11.6,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2006",11.8,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2007",12.3,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2008",12.3,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2009",12.1,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2010",10.7,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2011",11,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2012",10.6,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2013",10.4,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2014",9.5,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2015",9.6,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2016",10,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2017",9.7,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2018",9.6,
"HRV","ALCOHOL","TOT","LT_CAP15","A","2019",9.6,
"PER","ALCOHOL","TOT","LT_CAP15","A","2010",5.2,
"PER","ALCOHOL","TOT","LT_CAP15","A","2011",5.2,
"PER","ALCOHOL","TOT","LT_CAP15","A","2012",5.4,
"PER","ALCOHOL","TOT","LT_CAP15","A","2013",5.3,
"PER","ALCOHOL","TOT","LT_CAP15","A","2014",5.5,
"PER","ALCOHOL","TOT","LT_CAP15","A","2015",5.7,
"PER","ALCOHOL","TOT","LT_CAP15","A","2016",5.6,
"PER","ALCOHOL","TOT","LT_CAP15","A","2017",5.8,
"PER","ALCOHOL","TOT","LT_CAP15","A","2018",5.7,
"PER","ALCOHOL","TOT","LT_CAP15","A","2019",5.7,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2005",10,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2006",10.3,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2007",11.6,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2008",13.1,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2009",11.8,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2010",10,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2011",9.6,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2012",9.7,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2013",9.7,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2014",9.5,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2015",9.5,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2016",9.6,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2017",10.1,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2018",11,
"ROU","ALCOHOL","TOT","LT_CAP15","A","2019",11,
